"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-01",,,"0.30","0.0","0.0","48","36","36"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-02",,,"0.03","0.0","0.0","44","36","40"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-03",,,"0.63","0.0","0.0","46","33","38"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-04",,,"0.34","0.0","0.0","44","36","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-05",,,"1.00","2.0","1.0","44","23","24"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-06",,,"0.00","0.0","0.0","33","23","32"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-07",,,"0.00","0.0","0.0","47","32","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-08",,,"0.00","0.0","0.0","41","33","37"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-09",,,"0.00","0.0","0.0","43","15","15"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-10",,,"0.00","0.0","0.0","22","6","6"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-11",,,"0.00","0.0","0.0","30","6","30"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-12",,,"0.00","0.0","0.0","40","23","26"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-13",,,"1.07","3.0","1.0","34","22","32"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-14",,,"0.00","0.0","0.0","32","24","24"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-15",,,"0.00","0.0","0.0","27","15","20"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-16",,,"0.00","0.0","0.0","28","17","20"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-17",,,"0.00","0.0","0.0","35","20","31"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-18",,,"0.14","0.0","0.0","38","26","29"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-19",,,"0.00","0.0","0.0","33","28","31"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-20",,,"1.24","0.5","1.0","38","17","17"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-21",,,"0.00","0.0","1.0","17","-7","-5"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-22",,,"0.00","0.0","0.0","29","-6","28"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-23",,,"0.22","0.0","0.0","35","24","32"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-24",,,"2.30","0.0","0.0","41","29","29"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-25",,,"0.00","0.0","0.0","29","8","9"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-26",,,"0.00","0.0","0.0","20","9","10"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-27",,,"0.00","0.0","0.0","23","10","17"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-28",,,"0.00","0.0","0.0","25","17","20"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-29",,,"0.00","0.0","0.0","33","20","26"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-30",,,"0.08","2.0","2.0","26","-1","4"
"USC00315923","MOUNT MITCHELL, NC US","2019-01-31",,,"0.00","0.0","1.0","8","2","5"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-01",,,"0.00","0.0","1.0","23","4","22"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-02",,,"0.00","0.0","0.0","33","22","31"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-03",,,"0.00","0.0","0.0","42","31","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-04",,,"0.00","0.0","0.0","46","32","37"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-05",,,"0.00","0.0","0.0","51","37","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-06",,,"0.00","0.0","0.0","50","40","45"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-07",,,"0.00","0.0","0.0","50","43","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-08",,,"0.05","0.0","0.0","60","36","36"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-09",,,"0.00","0.0","0.0","36","19","25"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-10",,,"0.00","0.0","0.0","39","20","33"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-11",,,"0.51","0.0","0.0","43","32","42"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-12",,,"0.75","0.0","0.0","45","40","42"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-13",,,"0.90","0.0","0.0","45","13","16"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-14",,,"0.00","0.0","0.0","35","16","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-15",,,"0.00","0.0","0.0","43","29","34"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-16",,,"0.60","0.0","0.0","40","33","34"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-17",,,"0.02","0.0","0.0","38","31","33"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-18",,,"1.20","0.0","0.0","44","26","26"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-19",,,"0.00","0.0","0.0","32","22","31"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-20",,,"1.00","3.0","3.0","38","23","31"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-21",,,"1.10","0.0","0.0","48","31","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-22",,,"0.71","0.0","0.0","50","39","46"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-23",,,"0.81","0.0","0.0","47","37","43"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-24",,,"1.42","0.0","0.0","48","41","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-25",,,"0.00","0.0","0.0","47","15","16"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-26",,,"0.00","0.0","0.0","36","16","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-27",,,"0.04","0.0","0.0","47","33","38"
"USC00315923","MOUNT MITCHELL, NC US","2019-02-28",,,"0.00","0.0","0.0","45","35","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-01",,,"0.12","0.0","0.0","43","35","40"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-02",,,"0.56","0.0","0.0","41","29","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-03",,,"0.00","0.0","0.0","49","29","39"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-04",,,"0.69","0.0","0.0","46","16","16"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-05",,,"0.00","0.0","0.0","21","6","7"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-06",,,"0.00","0.0","0.0","18","-2","-2"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-07",,,"0.00","0.0","0.0","22","-2","13"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-08",,,"0.00","0.0","0.0","34","13","28"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-09",,,"0.47","1.0","0.0","39","25","39"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-10",,,"0.63","0.0","0.0","52","38","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-11",,,"0.00","0.0","0.0","50","33","33"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-12",,,"0.15","0.0","0.0","41","23","23"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-13",,,"0.00","0.0","0.0","46","23","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-14",,,"0.00","0.0","0.0","53","38","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-15",,,"0.51","0.0","0.0","53","38","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-16",,,"0.30","0.0","0.0","49","14","14"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-17",,,"0.00","0.0","0.0","35","13","18"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-18",,,"0.00","0.0","0.0","37","13","18"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-19",,,"0.00","0.0","0.0","32","12","14"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-20",,,"0.00","0.0","0.0","37","14","24"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-21",,,"0.00","0.0","0.0","41","23","28"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-22",,,"0.20","2.5","2.0","29","18","18"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-23",,,"0.00","0.0","1.0","33","18","19"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-24",,,"0.00","0.0","0.0","46","19","37"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-25",,,"0.00","0.0","0.0","53","36","39"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-26",,,"0.50","0.0","0.0","53","30","30"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-27",,,"0.00","0.0","0.0","38","20","34"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-28",,,"0.00","0.0","0.0","45","27","39"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-29",,,"0.00","0.0","0.0","51","36","37"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-30",,,"0.00","0.0","0.0","54","35","39"
"USC00315923","MOUNT MITCHELL, NC US","2019-03-31",,,"0.37","0.0","0.0","55","35","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-01",,,"0.00","0.0","0.0","35","12","20"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-02",,,"0.00","0.0","0.0","37","19","24"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-03",,,"0.00","0.0","0.0","38","22","25"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-04",,,"0.00","0.0","0.0","49","25","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-05",,,"0.11","0.0","0.0","53","32","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-06",,,"0.05","0.0","0.0","50","34","37"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-07",,,"0.00","0.0","0.0","57","37","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-08",,,"0.07","0.0","0.0","58","44","51"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-09",,,"1.00","0.0","0.0","52","44","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-10",,,"0.25","0.0","0.0","52","38","40"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-11",,,"0.00","0.0","0.0","61","40","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-12",,,"0.30","0.0","0.0","53","43","46"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-13",,,"0.25","0.0","0.0","54","45","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-14",,,"0.11","0.0","0.0","54","46","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-15",,,"2.90","0.0","0.0","50","21","22"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-16",,,"0.01","0.0","0.0","50","22","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-17",,,"0.00","0.0","0.0","60","45","52"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-18",,,"0.00","0.0","0.0","63","48","55"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-19",,,"0.95","0.0","0.0","57","45","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-20",,,"3.70","0.0","0.0","47","26","27"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-21",,,"0.60","0.0","0.0","30","23","24"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-22",,,"0.00","0.0","0.0","43","24","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-23",,,"0.00","0.0","0.0","58","35","46"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-24",,,"0.00","0.0","0.0","65","36","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-25",,,"0.00","0.0","0.0","65","45","46"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-26",,,"0.45","0.0","0.0","58","42","42"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-27",,,"0.35","0.0","0.0","43","27","28"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-28",,,"0.00","0.0","0.0","57","28","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-29",,,"0.00","0.0","0.0","60","41","45"
"USC00315923","MOUNT MITCHELL, NC US","2019-04-30",,,"0.00","0.0","0.0","62","45","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-01",,,"0.00","0.0","0.0","70","48","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-02",,,"0.00","0.0","0.0","64","48","49"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-03",,,"0.12","0.0","0.0","59","46","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-04",,,"0.42","0.0","0.0","59","48","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-05",,,"0.75","0.0","0.0","60","46","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-06",,,"0.75","0.0","0.0","50","38","40"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-07",,,"0.00","0.0","0.0","61","40","46"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-08",,,"0.10","0.0","0.0","61","40","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-09",,,"0.22","0.0","0.0","58","47","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-10",,,"0.07","0.0","0.0","56","46","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-11",,,"0.10","0.0","0.0","64","48","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-12",,,"1.49","0.0","0.0","53","48","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-13",,,"0.84","0.0","0.0","52","40","40"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-14",,,"0.03","0.0","0.0","44","28","28"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-15",,,"0.00","0.0","0.0","47","27","36"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-16",,,"0.00","0.0","0.0","50","36","40"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-17",,,"0.00","0.0","0.0","60","40","49"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-18",,,"0.01","0.0","0.0","63","49","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-19",,,"0.00","0.0","0.0","69","53","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-20",,,"0.04","0.0","0.0","65","50","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-21",,,"0.00","0.0","0.0","65","47","52"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-22",,,"0.00","0.0","0.0","67","48","52"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-23",,,"0.12","0.0","0.0","67","50","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-24",,,"0.00","0.0","0.0","67","54","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-25",,,"0.00","0.0","0.0","69","54","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-26",,,"0.00","0.0","0.0","72","53","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-27",,,"0.00","0.0","0.0","70","53","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-28",,,"0.00","0.0","0.0","66","53","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-29",,,"0.00","0.0","0.0","71","54","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-30",,,"0.00","0.0","0.0","70","52","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-05-31",,,"0.00","0.0","0.0","70","51","51"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-01",,,"0.03","0.0","0.0","63","44","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-02",,,"0.00","0.0","0.0","59","44","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-03",,,"0.00","0.0","0.0","64","47","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-04",,,"0.00","0.0","0.0","64","46","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-05",,,"0.00","0.0","0.0","64","48","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-06",,,"0.45","0.0","0.0","58","50","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-07",,,"0.56","0.0","0.0","64","53","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-08",,,"2.00","0.0","0.0","58","53","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-09",,,"3.34","0.0","0.0","58","52","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-10",,,"3.89","0.0","0.0","57","53","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-11",,,"0.00","0.0","0.0","62","37","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-12",,,"0.00","0.0","0.0","61","41","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-13",,,"0.00","0.0","0.0","61","41","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-14",,,"0.00","0.0","0.0","61","33","34"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-15",,,"0.00","0.0","0.0","62","34","51"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-16",,,"0.00","0.0","0.0","65","49","51"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-17",,,"0.00","0.0","0.0","69","51","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-18",,,"0.12","0.0","0.0","69","53","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-19",,,"1.30","0.0","0.0","65","52","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-20",,,"0.05","0.0","0.0","62","52","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-21",,,"0.03","0.0","0.0","58","47","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-22",,,"0.24","0.0","0.0","64","46","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-23",,,"1.10","0.0","0.0","61","46","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-24",,,"0.03","0.0","0.0","67","53","55"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-25",,,"0.33","0.0","0.0","71","49","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-26",,,"0.00","0.0","0.0","71","49","49"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-27",,,"0.00","0.0","0.0","71","49","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-28",,,"0.00","0.0","0.0","69","49","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-29",,,"0.00","0.0","0.0","69","53","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-06-30",,,"0.00","0.0","0.0","67","54","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-01",,,"0.47","0.0","0.0","70","55","55"
