"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-02",,,"0.02","0.0","0.0","68","55","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-03",,,"0.00","0.0","0.0","71","55","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-04",,,"0.80","0.0","0.0","72","52","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-05",,,"0.00","0.0","0.0","72","56","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-06",,,"0.20","0.0","0.0","71","56","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-07",,,"2.70","0.0","0.0","68","55","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-08",,,"0.07","0.0","0.0","73","55","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-09",,,"0.05","0.0","0.0","73","56","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-10",,,"0.24","0.0","0.0","73","55","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-11",,,"0.17","0.0","0.0","73","55","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-12",,,"1.65","0.0","0.0","68","56","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-13",,,"0.10","0.0","0.0","64","56","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-14",,,"0.02","0.0","0.0","67","54","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-15",,,"0.00","0.0","0.0","66","54","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-16",,,"0.06","0.0","0.0","71","55","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-17",,,"0.00","0.0","0.0","73","56","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-18",,,"0.27","0.0","0.0","65","57","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-19",,,"0.52","0.0","0.0","62","56","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-20",,,"0.00","0.0","0.0","69","58","61"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-21",,,"0.52","0.0","0.0","69","56","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-22",,,"0.34","0.0","0.0","73","56","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-23",,,"1.22","0.0","0.0","67","53","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-24",,,"0.67","0.0","0.0","56","41","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-25",,,"0.00","0.0","0.0","59","41","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-26",,,"0.00","0.0","0.0","59","41","49"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-27",,,"0.00","0.0","0.0","61","48","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-28",,,"0.00","0.0","0.0","61","48","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-29",,,"0.51","0.0","0.0","64","50","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-30",,,"0.03","0.0","0.0","65","52","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-07-31",,,"0.56","0.0","0.0","66","53","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-01",,,"0.01","0.0","0.0","67","52","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-02",,,"0.00","0.0","0.0","67","53","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-03",,,"0.04","0.0","0.0","62","51","52"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-04",,,"1.58","0.0","0.0","65","52","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-05",,,"0.03","0.0","0.0","66","52","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-06",,,"0.15","0.0","0.0","66","51","52"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-07",,,"0.00","0.0","0.0","67","52","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-08",,,"0.27","0.0","0.0","67","52","52"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-09",,,"0.00","0.0","0.0","67","52","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-10",,,"0.00","0.0","0.0","70","53","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-11",,,"0.03","0.0","0.0","67","54","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-12",,,"0.00","0.0","0.0","68","54","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-13",,,"0.00","0.0","0.0","70","56","59"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-14",,,"0.90","0.0","0.0","68","56","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-15",,,"0.00","0.0","0.0","66","53","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-16",,,"0.04","0.0","0.0","67","53","55"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-17",,,"0.00","0.0","0.0","71","55","55"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-18",,,"0.00","0.0","0.0","71","55","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-19",,,"0.03","0.0","0.0","72","56","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-20",,,"0.15","0.0","0.0","68","56",
"USC00315923","MOUNT MITCHELL, NC US","2019-08-21",,,"0.11","0.0","0.0","67","55","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-22",,,"0.07","0.0","0.0","69","57","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-23",,,"1.05","0.0","0.0","69","54","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-24",,,"0.25","0.0","0.0","65","55","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-25",,,"0.75","0.0","0.0","62","50","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-26",,,"0.09","0.0","0.0","61","46","46"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-27",,,"0.20","0.0","0.0","58","46","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-28",,,"0.11","0.0","0.0","60","54","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-29",,,"0.00","0.0","0.0","62","44","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-30",,,"0.02","0.0","0.0","64","44","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-08-31",,,"0.00","0.0","0.0","67","50","51"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-01",,,"0.00","0.0","0.0","67","50","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-02",,,"0.00","0.0","0.0","63","50","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-03",,,"0.00","0.0","0.0","70","53","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-04",,,"0.00","0.0","0.0","70","54","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-05",,,"0.03","0.0","0.0","73","56","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-06",,,"0.02","0.0","0.0","67","48","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-07",,,"0.00","0.0","0.0","66","45","55"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-08",,,"0.00","0.0","0.0","68","50","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-09",,,"0.00","0.0","0.0","71","53","55"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-10",,,"0.00","0.0","0.0","73","54","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-11",,,"0.00","0.0","0.0","72","55","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-12",,,"0.10","0.0","0.0","70","55","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-13",,,"0.00","0.0","0.0","73","56","60"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-14",,,"1.35","0.0","0.0","71","53","53"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-15",,,"0.04","0.0","0.0","63","53","55"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-16",,,"0.00","0.0","0.0","70","53","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-17",,,"0.00","0.0","0.0","71","54","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-18",,,"0.05","0.0","0.0","70","54","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-19",,,"0.15","0.0","0.0","56","44","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-20",,,"0.05","0.0","0.0","55","41","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-21",,,"0.00","0.0","0.0","59","50","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-22",,,"0.00","0.0","0.0","65","49","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-23",,,"0.00","0.0","0.0","67","48","49"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-24",,,"0.00","0.0","0.0","66","49","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-25",,,"0.00","0.0","0.0","65","47","51"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-26",,,"0.00","0.0","0.0","67","50","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-27",,,"0.00","0.0","0.0","65","52","52"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-28",,,"0.00","0.0","0.0","70","52","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-29",,,"0.84","0.0","0.0","67","55","58"
"USC00315923","MOUNT MITCHELL, NC US","2019-09-30",,,"0.33","0.0","0.0","69","55","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-01",,,"0.09","0.0","0.0","69","55","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-02",,,"0.05","0.0","0.0","69","56","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-03",,,"0.00","0.0","0.0","70","56","57"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-04",,,"0.00","0.0","0.0","73","55","56"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-05",,,"0.05","0.0","0.0","69","47","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-06",,,"0.04","0.0","0.0","53","46","51"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-07",,,"0.40","0.0","0.0","57","50","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-08",,,"0.13","0.0","0.0","59","47","49"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-09",,,"0.50","0.0","0.0","54","45","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-10",,,"0.00","0.0","0.0","55","42","43"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-11",,,"0.00","0.0","0.0","57","41","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-12",,,"0.00","0.0","0.0","60","44","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-13",,,"0.00","0.0","0.0","61","46","49"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-14",,,"0.06","0.0","0.0","53","37","40"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-15",,,"0.00","0.0","0.0","57","39","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-16",,,"0.30","0.0","0.0","55","42","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-17",,,"0.10","0.0","0.0","55","21","21"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-18",,,"0.00","0.0","0.0","55","21","32"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-19",,,"0.00","0.0","0.0","54","32","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-20",,,"1.79","0.0","0.0","52","39","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-21",,,"0.00","0.0","0.0","53","39","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-22",,,"0.25","0.0","0.0","53","46","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-23",,,"0.92","0.0","0.0","51","23","26"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-24",,,"0.00","0.0","0.0","51","26","31"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-25",,,"0.00","0.0","0.0","53","31","43"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-26",,,"1.26","0.0","0.0","50","43","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-27",,,"2.85","0.0","0.0","55","42","50"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-28",,,"0.02","0.0","0.0","61","42","52"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-29",,,"0.00","0.0","0.0","63","42","49"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-30",,,"0.00","0.0","0.0","60","45","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-10-31",,,"2.90","0.0","0.0","55","47","54"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-01",,,"1.37","0.0","0.0","54","14","22"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-02",,,"0.00","0.0","0.0","47","22","34"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-03",,,"0.00","0.0","0.0","43","18","21"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-04",,,"0.00","0.0","0.0","42","20","34"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-05",,,"0.00","0.0","0.0","44","34","37"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-06",,,"0.00","0.0","0.0","47","32","38"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-07",,,"0.00","0.0","0.0","53","38","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-08",,,"0.54","0.0","0.0","48","18","18"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-09",,,"0.00","0.0","0.0","35","17","26"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-10",,,"0.00","0.0","0.0","41","26","30"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-11",,,"0.00","0.0","0.0","52","30","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-12",,,,"0.1","0.0","53","19","19"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-13","    2","0.56",,"1.0","1.0","38","1","23"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-14",,,"0.00","0.0","0.0","39","23","30"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-15",,,"0.00","0.0","0.0","43","28","34"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-16",,,"0.00","0.0","0.0","47","31","31"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-17",,,"0.03","0.0","0.0","47","31","37"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-18",,,"0.00","0.0","0.0","47","33","33"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-19",,,"0.00","0.0","0.0","42","25","26"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-20",,,"0.11","0.5","0.0","39","24","25"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-21",,,"0.00","0.0","0.0","40","25","40"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-22",,,"0.00","0.0","0.0","52","40",
"USC00315923","MOUNT MITCHELL, NC US","2019-11-23",,,"0.10","0.0","0.0","45","35","45"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-24",,,"1.74","1.0","1.0","45","20","20"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-25",,,"0.00","0.0","0.0","31","20","30"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-26",,,"0.00","0.0","0.0","47","29","42"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-27",,,"0.24","0.0","0.0","52","39","45"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-28",,,"0.10","0.0","0.0","50","24","27"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-29",,,"0.00","0.0","0.0","43","27","39"
"USC00315923","MOUNT MITCHELL, NC US","2019-11-30",,,"0.05","0.0","0.0","46","37","46"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-01",,,"2.07","0.0","0.0","46","41","42"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-02",,,"0.06","1.0","1.0","43","15","15"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-03",,,"0.00","0.0","1.0","22","13","21"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-04",,,"0.00","0.0","0.0","31","16","19"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-05",,,"0.00","0.0","0.0","32","19","21"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-06",,,"0.00","0.0","0.0","38","21","33"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-07",,,"0.06","0.5","0.0","35","26","26"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-08",,,"0.00","0.0","0.0","41","26","26"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-09",,,"0.21","0.0","0.0","40","25","39"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-10",,,,"0.0","0.0","45","37","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-11","    2","0.57",,"1.5","1.0","46","12","13"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-12",,,"0.00","0.0","0.0","34","12","30"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-13",,,"0.75","0.0","0.0","38","24","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-14",,,"0.84","0.2","0.0","39","30","30"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-15",,,"0.18","1.0","1.0","30","22","23"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-16",,,"0.00","0.0","0.0","42","22","38"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-17",,,"0.84","0.0","0.0","47","38","44"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-18",,,"0.05","0.5","0.0","44","6","7"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-19",,,"0.00","0.0","0.0","26","7","25"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-20",,,"0.00","0.0","0.0","37","24","31"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-21",,,"0.00","0.0","0.0","43","26","34"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-22",,,"0.00","0.0","0.0","39","34","36"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-23",,,"1.10","0.0","0.0","36","29","35"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-24",,,"0.54","0.0","0.0","41","34","34"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-25",,,"0.00","0.0","0.0","54","34","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-26",,,"0.00","0.0","0.0","59","41","48"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-27",,,"0.00","0.0","0.0","58","34","40"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-28",,,"0.00","0.0","0.0","50","39","41"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-29",,,"0.47","0.0","0.0","52","40","47"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-30",,,"1.35","0.0","0.0","49","34","34"
"USC00315923","MOUNT MITCHELL, NC US","2019-12-31",,,"0.00","0.0","0.0","42","17","17"
